gz_id;categoria;label;nombre;nombrehoy;santo;variantes;partido_generico;provincia_generica;region;fuente;id_largo
1001187;Pueblo;San Antonio;San Antonio (De La Laguna);;;San Antonio de la Laguna;Metepec;Mexico;NES;tanck;San Antonio_Metepec_NES_Pueblo
1001188;Pueblo;San Bartolome;San Bartolome;;;;Metepec;Mexico;NES;tanck;San Bartolome_Metepec_NES_Pueblo
1001189;Pueblo;San Felipe Santiago;San Felipe Santiago;;;;Metepec;Mexico;NES;tanck;San Felipe Santiago_Metepec_NES_Pueblo
1001190;Pueblo;San Ildefonso;San Ildefonso;;;;Metepec;Mexico;NES;tanck;San Ildefonso_Metepec_NES_Pueblo
1001191;Pueblo;San Juan Bautista;San Juan Bautista;;;;Metepec;Mexico;NES;tanck;San Juan Bautista_Metepec_NES_Pueblo
1001192;Pueblo;San Lucas;San Lucas;;;;Metepec;Mexico;NES;tanck;San Lucas_Metepec_NES_Pueblo
1001193;Pueblo;San Martin Obispo;San Martin Obispo;;;;Metepec;Mexico;NES;tanck;San Martin Obispo_Metepec_NES_Pueblo
1001194;Pueblo;San Mateo;San Mateo;;;;Metepec;Mexico;NES;tanck;San Mateo_Metepec_NES_Pueblo
1001195;Pueblo;San Mateo Tlalchichilpan;San Mateo Tlalchichilpan;;;Tlalchichilpan;Metepec;Mexico;NES;tanck;San Mateo Tlalchichilpan_Metepec_NES_Pueblo
1001196;Pueblo;San Miguel;San Miguel (Tenextepec);;;Tenextepec;Metepec;Mexico;NES;tanck;San Miguel_Metepec_NES_Pueblo
1001197;Pueblo;San Sebastian;San Sebastian (El Grande);;;San Sebastian el Grande;Metepec;Mexico;NES;tanck;San Sebastian_Metepec_NES_Pueblo
1001198;Pueblo;San Simon;San Simon (De La Laguna);;;San Simon de la Laguna;Metepec;Mexico;NES;tanck;San Simon_Metepec_NES_Pueblo
1001199;Pueblo;Santiago del Monte;Santiago del Monte;;;;Metepec;Mexico;NES;tanck;Santiago del Monte_Metepec_NES_Pueblo
1001200;Pueblo;Tabernillas;Santa Catarina Tabernillas;;Santa Catarina;;Metepec;Mexico;NES;tanck;Tabernillas_Metepec_NES_Pueblo
1001201;Pueblo;Texcaltitlan;San Lucas Texcaltitlan;;San Lucas;;Metepec;Mexico;NES;tanck;Texcaltitlan_Metepec_NES_Pueblo
1001202;Pueblo;Tlacotepec;Santiago Tlacotepec;;Santiago;;Metepec;Mexico;NES;tanck;Tlacotepec_Metepec_NES_Pueblo
1001203;Pueblo;Tlahuelilpan;San Gaspar Tlahuelilpan;;San Gaspar;;Metepec;Mexico;NES;tanck;Tlahuelilpan_Metepec_NES_Pueblo
1001204;Pueblo;Tlalcilalcalli;Santiaguito Tlalcilalcalli;;Santiaguito;;Metepec;Mexico;NES;tanck;Tlalcilalcalli_Metepec_NES_Pueblo
1001205;Pueblo;Tlalcilalcalpan;San Francisco Tlalcilalcalpan;;San Francisco;;Metepec;Mexico;NES;tanck;Tlalcilalcalpan_Metepec_NES_Pueblo
1001206;Pueblo;Tlalmimilolpan;San Felipe Tlalmimilolpan;;San Felipe;;Metepec;Mexico;NES;tanck;Tlalmimilolpan_Metepec_NES_Pueblo
1001207;Pueblo;Totoltepec;San Jeronimo Totoltepec;;San Jeronimo;;Metepec;Mexico;NES;tanck;Totoltepec_Metepec_NES_Pueblo
1001208;Pueblo;Xoconusco;San Juan Xoconusco;;San Juan;;Metepec;Mexico;NES;tanck;Xoconusco_Metepec_NES_Pueblo
1001209;Pueblo;Xoltepec;San Miguel Xoltepec;;San Miguel;;Metepec;Mexico;NES;tanck;Xoltepec_Metepec_NES_Pueblo
1001210;Pueblo;Yancuitlalpan;Nativitas Yancuitlalpan;;Nativitas;;Metepec;Mexico;NES;tanck;Yancuitlalpan_Metepec_NES_Pueblo
1001211;Pueblo;Zinacantepec;San Miguel Zinacantepec;;San Miguel;;Metepec;Mexico;NES;tanck;Zinacantepec_Metepec_NES_Pueblo
1001213;Pueblo;Acapa;Santiago Acapa;;Santiago;;Metztitlan;Mexico;NES;tanck;Acapa_Metztitlan_NES_Pueblo
1001214;Pueblo;Acatepec;Santa Maria Acatepec;;Santa Maria;;Metztitlan;Mexico;NES;tanck;Acatepec_Metztitlan_NES_Pueblo
1001215;Pueblo;Acatlajapa;Santiago Acatlajapa;;Santiago;;Metztitlan;Mexico;NES;tanck;Acatlajapa_Metztitlan_NES_Pueblo
1001216;Pueblo;Acayuca;Santa Ana Acayuca;;Santa Ana;;Metztitlan;Mexico;NES;tanck;Acayuca_Metztitlan_NES_Pueblo
1001217;Pueblo;Acoyotla;Santa Maria Acoyotla;;Santa Maria;;Metztitlan;Mexico;NES;tanck;Acoyotla_Metztitlan_NES_Pueblo
1001218;Pueblo;Acuimantla;San Ildefonso Acuimantla;;San Ildefonso;;Metztitlan;Mexico;NES;tanck;Acuimantla_Metztitlan_NES_Pueblo
1001219;Pueblo;Aguatipan;Santiago Aguatipan;;Santiago;;Metztitlan;Mexico;NES;tanck;Aguatipan_Metztitlan_NES_Pueblo
1001220;Pueblo;Aguatlan;San Francisco Aguatlan;;San Francisco;;Metztitlan;Mexico;NES;tanck;Aguatlan_Metztitlan_NES_Pueblo
1001221;Pueblo;Ahuehueco;San Juan Ahuehueco;;San Juan;;Metztitlan;Mexico;NES;tanck;Ahuehueco_Metztitlan_NES_Pueblo
1001222;Pueblo;Amajaque;San Juan Amajaque;;San Juan;;Metztitlan;Mexico;NES;tanck;Amajaque_Metztitlan_NES_Pueblo
1001223;Pueblo;Amastlan;San Pedro Amastlan (Amajatlan);;San Pedro;Amajatlan;Metztitlan;Mexico;NES;tanck;Amastlan_Metztitlan_NES_Pueblo
1001224;Pueblo;Apantlazol;Santa Monica Apantlazol;;Santa Monica;;Metztitlan;Mexico;NES;tanck;Apantlazol_Metztitlan_NES_Pueblo
1001225;Pueblo;San Nicolas Atecoxco;San Nicolas Atecoxco;;San Nicolas;;Metztitlan;Mexico;NES;tanck;San Nicolas Atecoxco_Metztitlan_NES_Pueblo
1001226;Pueblo;San Agustin Atecoxco;San Agustin Atecoxco;;San Agustin;;Metztitlan;Mexico;NES;tanck;San Agustin Atecoxco_Metztitlan_NES_Pueblo
1001227;Pueblo;Atezcacac;San Martin Atezcacac (Atezca);;San Martin;Atezca;Metztitlan;Mexico;NES;tanck;Atezcacac_Metztitlan_NES_Pueblo
1001228;Pueblo;Atzolcintla;Atzolcintla;;;;Metztitlan;Mexico;NES;tanck;Atzolcintla_Metztitlan_NES_Pueblo
1001229;Pueblo;Ayotempa;San Miguel Ayotempa;;San Miguel;;Metztitlan;Mexico;NES;tanck;Ayotempa_Metztitlan_NES_Pueblo
1001230;Pueblo;Cascatlan;Santa Maria Cascatlan (Acoxcatlan);;Santa Maria;Acoxcatlan;Metztitlan;Mexico;NES;tanck;Cascatlan_Metztitlan_NES_Pueblo
1001231;Pueblo;Catzotipan;Santa Maria Catzotipan;;Santa Maria;;Metztitlan;Mexico;NES;tanck;Catzotipan_Metztitlan_NES_Pueblo
1001232;Pueblo;Cerro Prieto;Guadalupe Cerro Prieto;;Guadalupe;;Metztitlan;Mexico;NES;tanck;Cerro Prieto_Metztitlan_NES_Pueblo
1001233;Pueblo;Chachatepec;Chachatepec;;;;Metztitlan;Mexico;NES;tanck;Chachatepec_Metztitlan_NES_Pueblo
1001234;Pueblo;Chalma;San Cristobal Chalma;;San Cristobal;;Metztitlan;Mexico;NES;tanck;Chalma_Metztitlan_NES_Pueblo
1001235;Pueblo;Chancuetlan;Santa Maria Chancuetlan;;Santa Maria;;Metztitlan;Mexico;NES;tanck;Chancuetlan_Metztitlan_NES_Pueblo
1001236;Pueblo;Chapula;San Juan Chapula;;San Juan;;Metztitlan;Mexico;NES;tanck;Chapula_Metztitlan_NES_Pueblo
1001237;Pueblo;Chapulhuacan;San Pedro Chapulhuacan;;San Pedro;;Metztitlan;Mexico;NES;tanck;Chapulhuacan_Metztitlan_NES_Pueblo
1001238;Pueblo;Chichicaxtla;Asuncion Chichicaxtla;;Asuncion;;Metztitlan;Mexico;NES;tanck;Chichicaxtla_Metztitlan_NES_Pueblo
1001239;Pueblo;Chiconcoac;San Juan Chiconcoac;;San Juan;;Metztitlan;Mexico;NES;tanck;Chiconcoac_Metztitlan_NES_Pueblo
1001240;Pueblo;Chipoco;San Hipolito Chipoco;;San Hipolito;;Metztitlan;Mexico;NES;tanck;Chipoco_Metztitlan_NES_Pueblo
1001241;Pueblo;Chocotlan;San Nicolas Chocotlan;;San Nicolas;;Metztitlan;Mexico;NES;tanck;Chocotlan_Metztitlan_NES_Pueblo
1001242;Pueblo;Cholula;San Pedro Cholula;;San Pedro;;Metztitlan;Mexico;NES;tanck;Cholula_Metztitlan_NES_Pueblo
1001243;Pueblo;Coacuilco;San Juan Coacuilco;;San Juan;;Huejutla;Mexico;NES;tanck;Coacuilco_Huejutla_NES_Pueblo
1001244;Pueblo;Coalquizque;Santiago Coalquizque;;Santiago;;Metztitlan;Mexico;NES;tanck;Coalquizque_Metztitlan_NES_Pueblo
1001245;Pueblo;Coamelco;San Nicolas Coamelco;;San Nicolas;;Metztitlan;Mexico;NES;tanck;Coamelco_Metztitlan_NES_Pueblo
1001246;Pueblo;Coatzontla;San Nicolas Coatzontla;;San Nicolas;;Metztitlan;Mexico;NES;tanck;Coatzontla_Metztitlan_NES_Pueblo
1001247;Pueblo;Contepec;San Sebastian Contepec;;San Sebastian;;Metztitlan;Mexico;NES;tanck;Contepec_Metztitlan_NES_Pueblo
1001248;Pueblo;Corral;Corral;;;;Metztitlan;Mexico;NES;tanck;Corral_Metztitlan_NES_Pueblo
1001249;Pueblo;Cotitlan;San Agustin Cotitlan;;San Agustin;;Metztitlan;Mexico;NES;tanck;Cotitlan_Metztitlan_NES_Pueblo
1001250;Pueblo;Cuatatlan;San Mateo Cuatatlan;;San Mateo;;Metztitlan;Mexico;NES;tanck;Cuatatlan_Metztitlan_NES_Pueblo
1001251;Pueblo;Cuatolol;San Agustin Cuatolol;;San Agustin;;Metztitlan;Mexico;NES;tanck;Cuatolol_Metztitlan_NES_Pueblo
1001252;Pueblo;San Diego Cuautitlan;San Diego Cuautitlan;;San Diego;;Metztitlan;Mexico;NES;tanck;San Diego Cuautitlan_Metztitlan_NES_Pueblo
1001253;Pueblo;San Agustin Cuautitlan;San Agustin Cuautitlan;;San Agustin;;Metztitlan;Mexico;NES;tanck;San Agustin Cuautitlan_Metztitlan_NES_Pueblo
1001254;Pueblo;Cuautla;San Lucas Cuautla (Pilcuatla );;San Lucas;Pilcuatla;Metztitlan;Mexico;NES;tanck;Cuautla_Metztitlan_NES_Pueblo
1001255;Pueblo;Cuazahual;San Agustin Cuazahual;;San Agustin;;Metztitlan;Mexico;NES;tanck;Cuazahual_Metztitlan_NES_Pueblo
1001256;Pueblo;Ecahuasco;Santa Maria Ecahuasco;;Santa Maria;;Metztitlan;Mexico;NES;tanck;Ecahuasco_Metztitlan_NES_Pueblo
1001257;Pueblo;Eloxochitlan;San Agustin Eloxochitlan;;San Agustin;;Metztitlan;Mexico;NES;tanck;Eloxochitlan_Metztitlan_NES_Pueblo
1001258;Pueblo;Gilo;San Pedro Gilo;;San Pedro;;Metztitlan;Mexico;NES;tanck;Gilo_Metztitlan_NES_Pueblo
1001259;Pueblo;Hualula;San Juan Hualula;;San Juan;;Metztitlan;Mexico;NES;tanck;Hualula_Metztitlan_NES_Pueblo
1001260;Pueblo;Hucatlan;San Pedro Hucatlan (Ixcatlan);;San Pedro;Ixcatlan;Metztitlan;Mexico;NES;tanck;Hucatlan_Metztitlan_NES_Pueblo
1001261;Pueblo;Huisticola;Santo Tomas Huisticola;;Santo Tomas;;Metztitlan;Mexico;NES;tanck;Huisticola_Metztitlan_NES_Pueblo
1001262;Pueblo;Huitepec;Santa Maria Huitepec;;Santa Maria;;Metztitlan;Mexico;NES;tanck;Huitepec_Metztitlan_NES_Pueblo
1001263;Pueblo;Huitzitzilingo;Santa Ursula Huitzitzilingo;;Santa Ursula;;Metztitlan;Mexico;NES;tanck;Huitzitzilingo_Metztitlan_NES_Pueblo
1001264;Pueblo;Huitznopala;San Juan Huitznopala;;San Juan;;Metztitlan;Mexico;NES;tanck;Huitznopala_Metztitlan_NES_Pueblo
1001265;Pueblo;Itztacapa;Santiago Itztacapa;;Santiago;;Metztitlan;Mexico;NES;tanck;Itztacapa_Metztitlan_NES_Pueblo
1001266;Pueblo;Itztacoyotla;San Lorenzo Itztacoyotla;;San Lorenzo;;Metztitlan;Mexico;NES;tanck;Itztacoyotla_Metztitlan_NES_Pueblo
1001267;Pueblo;Itztazacuala;San Agustin Itztazacuala;;San Agustin;;Metztitlan;Mexico;NES;tanck;Itztazacuala_Metztitlan_NES_Pueblo
1001268;Pueblo;Ixcotitlan;San Gabriel Ixcotitlan;;San Gabriel;;Metztitlan;Mexico;NES;tanck;Ixcotitlan_Metztitlan_NES_Pueblo
1001269;Pueblo;Ixcuicuila;Santiago Ixcuicuila;;Santiago;;Metztitlan;Mexico;NES;tanck;Ixcuicuila_Metztitlan_NES_Pueblo
1001270;Pueblo;Ixmolintla;Santa Maria Ixmolintla;;Santa Maria;;Metztitlan;Mexico;NES;tanck;Ixmolintla_Metztitlan_NES_Pueblo
1001271;Pueblo;Ixtapaneca;San Guillermo Ixtapaneca;;San Guillermo;;Metztitlan;Mexico;NES;tanck;Ixtapaneca_Metztitlan_NES_Pueblo
1001272;Pueblo;Ixtlacuatla;San Juan Ixtlacuatla (Xococoatla);;San Juan;Xococoatla;Metztitlan;Mexico;NES;tanck;Ixtlacuatla_Metztitlan_NES_Pueblo
1001273;Pueblo;Ixtlahuaco;San Juan Ixtlahuaco;;San Juan;;Metztitlan;Mexico;NES;tanck;Ixtlahuaco_Metztitlan_NES_Pueblo
1001274;Pueblo;Jacala;San Antonio Jacala;;San Antonio;;Metztitlan;Mexico;NES;tanck;Jacala_Metztitlan_NES_Pueblo
1001275;Pueblo;Jalapa;Santa Maria Jalapa;;Santa Maria;;Metztitlan;Mexico;NES;tanck;Jalapa_Metztitlan_NES_Pueblo
1001276;Pueblo;Jalpa;San Pedro Jalpa;;San Pedro;;Metztitlan;Mexico;NES;tanck;Jalpa_Metztitlan_NES_Pueblo
1001277;Pueblo;Jihuico;Magdalena Jihuico;;Magdalena;;Metztitlan;Mexico;NES;tanck;Jihuico_Metztitlan_NES_Pueblo
1001278;Pueblo;San Pablo Jilotla;San Pablo Jilotla;;San Pablo;;Metztitlan;Mexico;NES;tanck;San Pablo Jilotla_Metztitlan_NES_Pueblo
1001279;Pueblo;San Francisco Jilotla;San Francisco Jilotla;;San Francisco;;Metztitlan;Mexico;NES;tanck;San Francisco Jilotla_Metztitlan_NES_Pueblo
1001280;Pueblo;Joquela;San Pedro Joquela;;San Pedro;;Metztitlan;Mexico;NES;tanck;Joquela_Metztitlan_NES_Pueblo
1001281;Pueblo;Lolotla;Santa Catalina Lolotla;;Santa Catalina;"Lolotan;";Metztitlan;Mexico;NES;tanck;Lolotla_Metztitlan_NES_Pueblo
1001282;Pueblo;Macozilsochilco;Santa Maria Macozilsochilco;;Santa Maria;;Metztitlan;Mexico;NES;tanck;Macozilsochilco_Metztitlan_NES_Pueblo
1001283;Pueblo;Malila;San Bartolome Malila;;San Bartolome;;Metztitlan;Mexico;NES;tanck;Malila_Metztitlan_NES_Pueblo
1001284;Pueblo;Matlatlan;San Juan Matlatlan;;San Juan;;Metztitlan;Mexico;NES;tanck;Matlatlan_Metztitlan_NES_Pueblo
1001285;Pueblo;Santa Maria Mazahuacan;Santa Maria Mazahuacan;;Santa Maria;;Metztitlan;Mexico;NES;tanck;Santa Maria Mazahuacan_Metztitlan_NES_Pueblo
1001286;Pueblo;San Juan Metztitlan;San Juan Metztitlan;;San Juan;;Metztitlan;Mexico;NES;tanck;San Juan Metztitlan_Metztitlan_NES_Pueblo
1001287;Pueblo;Mextitlan;San Antonio Mextitlan;;San Antonio;;Metztitlan;Mexico;NES;tanck;Mextitlan_Metztitlan_NES_Pueblo
1001288;Pueblo;Mezquititlan;San Agustin Mezquititlan;;San Agustin;;Metztitlan;Mexico;NES;tanck;Mezquititlan_Metztitlan_NES_Pueblo
1001289;Pueblo;Michumitla;Santa Maria Michumitla;;Santa Maria;;Metztitlan;Mexico;NES;tanck;Michumitla_Metztitlan_NES_Pueblo
1001290;Pueblo;Mimiahuaco;San Juan Mimiahuaco;;San Juan;;Metztitlan;Mexico;NES;tanck;Mimiahuaco_Metztitlan_NES_Pueblo
1001291;Pueblo;Molango;Nuestra Señora De Loreto Molango;;Nuestra Señora De Loreto;;Metztitlan;Mexico;NES;tanck;Molango_Metztitlan_NES_Pueblo
1001292;Pueblo;Naopa;San Lucas Naopa;;San Lucas;;Metztitlan;Mexico;NES;tanck;Naopa_Metztitlan_NES_Pueblo
1001293;Pueblo;Necochitlan;San Antonio Necochitlan;;San Antonio;;Metztitlan;Mexico;NES;tanck;Necochitlan_Metztitlan_NES_Pueblo
1001294;Pueblo;Nonoalco;San Nicolas Nonoalco;;San Nicolas;;Metztitlan;Mexico;NES;tanck;Nonoalco_Metztitlan_NES_Pueblo
1001295;Pueblo;Ocotlan;San Pedro Ocotlan;;San Pedro;;Metztitlan;Mexico;NES;tanck;Ocotlan_Metztitlan_NES_Pueblo
1001296;Pueblo;Santiago Olotla;Santiago Olotla;;Santiago;;Metztitlan;Mexico;NES;tanck;Santiago Olotla_Metztitlan_NES_Pueblo
1001297;Pueblo;San Nicolas Olotla;San Nicolas Olotla;;San Nicolas;;Metztitlan;Mexico;NES;tanck;San Nicolas Olotla_Metztitlan_NES_Pueblo
1001298;Pueblo;Oxpantla;Santiago Oxpantla;;Santiago;;Metztitlan;Mexico;NES;tanck;Oxpantla_Metztitlan_NES_Pueblo
1001299;Pueblo;Papaxtla;San Juan Papaxtla;;San Juan;;Metztitlan;Mexico;NES;tanck;Papaxtla_Metztitlan_NES_Pueblo
1001300;Pueblo;Pemuxco;San Esteban Pemuxco;;San Esteban;;Metztitlan;Mexico;NES;tanck;Pemuxco_Metztitlan_NES_Pueblo
1001301;Pueblo;Quilatla;Santa Maria Quilatla (Aquilastec);;Santa Maria;Aquilastec;Metztitlan;Mexico;NES;tanck;Quilatla_Metztitlan_NES_Pueblo
1001302;Pueblo;San Bernardo;San Bernardo;;;;Metztitlan;Mexico;NES;tanck;San Bernardo_Metztitlan_NES_Pueblo
1001303;Pueblo;Santa Monica Autempa;Santa Monica Autempa;;;Autempa;Metztitlan;Mexico;NES;tanck;Santa Monica Autempa_Metztitlan_NES_Pueblo
1001304;Pueblo;Santa Monica Mastlatlan;Santa Monica Mastlatlan;;;Mastlatlan;Metztitlan;Mexico;NES;tanck;Santa Monica Mastlatlan_Metztitlan_NES_Pueblo
1001305;Pueblo;Sietla;Santa Maria Sietla;;Santa Maria;;Metztitlan;Mexico;NES;tanck;Sietla_Metztitlan_NES_Pueblo
1001306;Pueblo;Soyatla;Soyatla;;;;Metztitlan;Mexico;NES;tanck;Soyatla_Metztitlan_NES_Pueblo
1001307;Pueblo;Talol;Asuncion Talol;;Asuncion;;Metztitlan;Mexico;NES;tanck;Talol_Metztitlan_NES_Pueblo
1001308;Pueblo;Tamala;Santo Tomas Tamala;;Santo Tomas;;Metztitlan;Mexico;NES;tanck;Tamala_Metztitlan_NES_Pueblo
1001309;Pueblo;Techimal;San Pedro Techimal;;San Pedro;;Metztitlan;Mexico;NES;tanck;Techimal_Metztitlan_NES_Pueblo
1001310;Pueblo;Telaputan;Santiago Telaputan;;Santiago;;Metztitlan;Mexico;NES;tanck;Telaputan_Metztitlan_NES_Pueblo
1001311;Pueblo;Telutlayuca;San Cristobal Telutlayuca;;San Cristobal;;Metztitlan;Mexico;NES;tanck;Telutlayuca_Metztitlan_NES_Pueblo
1001312;Pueblo;San Pedro Tenango;San Pedro Tenango;;San Pedro;;Metztitlan;Mexico;NES;tanck;San Pedro Tenango_Metztitlan_NES_Pueblo
1001313;Pueblo;San Guillermo Tenango;San Guillermo Tenango;;San Guillermo;;Metztitlan;Mexico;NES;tanck;San Guillermo Tenango_Metztitlan_NES_Pueblo
1001314;Pueblo;Tenexco;San Francisco Tenexco;;San Francisco;;Metztitlan;Mexico;NES;tanck;Tenexco_Metztitlan_NES_Pueblo
1001315;Pueblo;Tepaneca;Santiago Tepaneca;;Santiago;;Metztitlan;Mexico;NES;tanck;Tepaneca_Metztitlan_NES_Pueblo
1001316;Pueblo;Tepatetipa;San Agustin Tepatetipa;;San Agustin;;Metztitlan;Mexico;NES;tanck;Tepatetipa_Metztitlan_NES_Pueblo
1001317;Pueblo;Tepehuacan;Santiago Tepehuacan;;Santiago;;Metztitlan;Mexico;NES;tanck;Tepehuacan_Metztitlan_NES_Pueblo
1001318;Pueblo;Tepetzintla;San Andres Tepetzintla;;San Andres;;Metztitlan;Mexico;NES;tanck;Tepetzintla_Metztitlan_NES_Pueblo
1001319;Pueblo;Tequixco;San Miguel Tequixco;;San Miguel;;Metztitlan;Mexico;NES;tanck;Tequixco_Metztitlan_NES_Pueblo
1001320;Pueblo;Tetitlan;Santa Maria Tetitlan (Toctitlan);;Santa Maria;Toctitlan;Metztitlan;Mexico;NES;tanck;Tetitlan_Metztitlan_NES_Pueblo
1001321;Pueblo;Tetzimico;San Bartolome Tetzimico;;San Bartolome;;Metztitlan;Mexico;NES;tanck;Tetzimico_Metztitlan_NES_Pueblo
1001322;Pueblo;Texcapa;San Guillermo Texcapa;;San Guillermo;;Metztitlan;Mexico;NES;tanck;Texcapa_Metztitlan_NES_Pueblo
1001323;Pueblo;Teyahuala;Teyahuala;;;;Metztitlan;Mexico;NES;tanck;Teyahuala_Metztitlan_NES_Pueblo
1001324;Pueblo;Tezochuca;Tezochuca;;;;Metztitlan;Mexico;NES;tanck;Tezochuca_Metztitlan_NES_Pueblo
1001325;Pueblo;Tianguistengo;Santa Ana Tianguistengo;;Santa Ana;;Metztitlan;Mexico;NES;tanck;Tianguistengo_Metztitlan_NES_Pueblo
1001326;Pueblo;Tizapan;San Andres Tizapan;;San Andres;;Metztitlan;Mexico;NES;tanck;Tizapan_Metztitlan_NES_Pueblo
1001327;Pueblo;Tlacintla;Tlacintla;;;;Metztitlan;Mexico;NES;tanck;Tlacintla_Metztitlan_NES_Pueblo
1001328;Pueblo;Tlacohechac;Tlacohechac;;;;Metztitlan;Mexico;NES;tanck;Tlacohechac_Metztitlan_NES_Pueblo
1001329;Pueblo;Tlacolula;Santo Tomas Tlacolula;;Santo Tomas;;Metztitlan;Mexico;NES;tanck;Tlacolula_Metztitlan_NES_Pueblo
1001330;Pueblo;Tlahuelompa;San Francisco Tlahuelompa;;San Francisco;;Metztitlan;Mexico;NES;tanck;Tlahuelompa_Metztitlan_NES_Pueblo
1001331;Pueblo;Santa Maria Tlahuiltepa;Santa Maria Tlahuiltepa;;Santa Maria;;Metztitlan;Mexico;NES;tanck;Santa Maria Tlahuiltepa_Metztitlan_NES_Pueblo
1001332;Pueblo;San Sebastian Tlahuiltepa;San Sebastian Tlahuiltepa;;San Sebastian;;Metztitlan;Mexico;NES;tanck;San Sebastian Tlahuiltepa_Metztitlan_NES_Pueblo
1001333;Pueblo;Tlala;San Juan Tlala;;San Juan;;Metztitlan;Mexico;NES;tanck;Tlala_Metztitlan_NES_Pueblo
1001334;Pueblo;Tlaltepingo;Santa Maria Tlaltepingo;;Santa Maria;;Metztitlan;Mexico;NES;tanck;Tlaltepingo_Metztitlan_NES_Pueblo
1001335;Pueblo;Tlamaya;Santiago Tlamaya;;Santiago;;Metztitlan;Mexico;NES;tanck;Tlamaya_Metztitlan_NES_Pueblo
1001336;Pueblo;Tlanchinol;San Agustin Tlanchinol;;San Agustin;;Metztitlan;Mexico;NES;tanck;Tlanchinol_Metztitlan_NES_Pueblo
1001337;Pueblo;Tlatemalco;San Pedro Tlatemalco;;San Pedro;;Metztitlan;Mexico;NES;tanck;Tlatemalco_Metztitlan_NES_Pueblo
1001338;Pueblo;Tlatepexe;San Juan Tlatepexe;;San Juan;;Metztitlan;Mexico;NES;tanck;Tlatepexe_Metztitlan_NES_Pueblo
1001339;Pueblo;Tlatzintla;San Juan Tlatzintla;;San Juan;;Metztitlan;Mexico;NES;tanck;Tlatzintla_Metztitlan_NES_Pueblo
1001340;Pueblo;Tlaxco;Santiago Tlaxco;;Santiago;;Metztitlan;Mexico;NES;tanck;Tlaxco_Metztitlan_NES_Pueblo
1001341;Pueblo;Tochintla;San Juan Tochintla;;San Juan;;Metztitlan;Mexico;NES;tanck;Tochintla_Metztitlan_NES_Pueblo
1001342;Pueblo;Tolapa;Santiago Tolapa;;Santiago;;Metztitlan;Mexico;NES;tanck;Tolapa_Metztitlan_NES_Pueblo
1001343;Pueblo;Tonaticapa;Tonaticapa;;;;Metztitlan;Mexico;NES;tanck;Tonaticapa_Metztitlan_NES_Pueblo
1001344;Pueblo;Totonicapa;San Bartolome Totonicapa;;San Bartolome;;Metztitlan;Mexico;NES;tanck;Totonicapa_Metztitlan_NES_Pueblo
1001345;Pueblo;Tula;Santa Elena Tula;;Santa Elena;;Metztitlan;Mexico;NES;tanck;Tula_Metztitlan_NES_Pueblo
1001346;Pueblo;Tzincoatlan;San Juan Tzincoatlan;;San Juan;;Metztitlan;Mexico;NES;tanck;Tzincoatlan_Metztitlan_NES_Pueblo
1001347;Pueblo;Ulan;Santa Maria Ulan (Hula);;Santa Maria;Hula;Metztitlan;Mexico;NES;tanck;Ulan_Metztitlan_NES_Pueblo
1001348;Pueblo;Xalacahuantla;Santa Maria Xalacahuantla;;Santa Maria;;Metztitlan;Mexico;NES;tanck;Xalacahuantla_Metztitlan_NES_Pueblo
1001349;Pueblo;Xeopantla;San Martin Xeopantla;;San Martin;;Metztitlan;Mexico;NES;tanck;Xeopantla_Metztitlan_NES_Pueblo
1001350;Pueblo;Xilitla;San Nicolas Xilitla;;San Nicolas;;Metztitlan;Mexico;NES;tanck;Xilitla_Metztitlan_NES_Pueblo
1001351;Pueblo;Xochicoaco;San Pedro Xochicoaco;;San Pedro;;Metztitlan;Mexico;NES;tanck;Xochicoaco_Metztitlan_NES_Pueblo
1001352;Pueblo;Xochimilco;San Nicolas Xochimilco;;San Nicolas;;Metztitlan;Mexico;NES;tanck;Xochimilco_Metztitlan_NES_Pueblo
1001353;Pueblo;Xoxoteco;Santa Maria Xoxoteco;;Santa Maria;;Metztitlan;Mexico;NES;tanck;Xoxoteco_Metztitlan_NES_Pueblo
1001354;Pueblo;Xuchitlan;San Lorenzo Xuchitlan;;San Lorenzo;;Metztitlan;Mexico;NES;tanck;Xuchitlan_Metztitlan_NES_Pueblo
1001355;Pueblo;Zacatipan;Santa Maria Zacatipan;;Santa Maria;;Metztitlan;Mexico;NES;tanck;Zacatipan_Metztitlan_NES_Pueblo
1001356;Pueblo;Zacualtipan;Santa Maria Zacualtipan;;Santa Maria;;Metztitlan;Mexico;NES;tanck;Zacualtipan_Metztitlan_NES_Pueblo
1001357;Pueblo;Zaguacotla;Santo Domingo Zaguacotla;;Santo Domingo;;Metztitlan;Mexico;NES;tanck;Zaguacotla_Metztitlan_NES_Pueblo
1001358;Pueblo;Zascala;San Juan Zascala;;San Juan;;Metztitlan;Mexico;NES;tanck;Zascala_Metztitlan_NES_Pueblo
1001359;Pueblo;Zoquizoquipan;Santa Maria Zoquizoquipan;;Santa Maria;;Metztitlan;Mexico;NES;tanck;Zoquizoquipan_Metztitlan_NES_Pueblo
1001361;Pueblo;Chapultepec;San Miguel Chapultepec;;San Miguel;;Mexicaltzingo;Mexico;NES;tanck;Chapultepec_Mexicaltzingo_NES_Pueblo
