gz_id;categoria;label;nombre;nombrehoy;santo;variantes;partido_generico;provincia_generica;region;fuente;id_largo
1000001;Ciudad;Mexico;Mexico;Ciudad de Mexico;;;Mexico;Mexico;NES;gerhardNE;Mexico_Mexico_NES_Ciudad
1000002;Ciudad;Guadalajara;Guadalajara;Guadalajara;;;Guadalajara;Guadalajara;GDJ;gerhard-north;Guadalajara_Guadalajara_GDJ_Ciudad
1000003;Villa;Chihuahua;Chihuahua;Chihuahua;;"San Felipe el Real; San Francisco de Cuellar;";Chihuahua;Durango;GDJ;gerhard-north;Chihuahua_Chihuahua_GDJ_Villa
1000004;Ciudad;Durango;Durango;Durango;;Guadiana;Durango;Durango;GDJ;gerhard-north;Durango_Durango_GDJ_Ciudad
1000005;Ciudad;Guanajuato;Real de Guanajuato;Guanajuato;;;Guanajuato;Guanajuato;NES;gerhardNE;Guanajuato_Guanajuato_NES_Ciudad
1000006;Ciudad;Acapulco;Acapulco;Acapulco;;;Acapulco;Mexico;NES;gerhardNE;Acapulco_Acapulco_NES_Ciudad
1000007;Ciudad;Pachuca;Pachuca;;;"Real de Pachuca;";Pachuca;Mexico;NES;gerhardNE;Pachuca_Pachuca_NES_Ciudad
1000008;Ciudad;Valladolid;Valladolid;;;;Valladolid;Michoacan;NES;tanck;Valladolid_Valladolid_NES_Ciudad
1000009;Ciudad;Compostela;Compostela;Compostela;;;Compostela;Guadalajara;GDJ;gerhard-north;Compostela_Compostela_GDJ_Ciudad
1000010;Ciudad;Monterrey;Monterrey;Monterrey;;San Luis Rey de Francia;Monterrey;Nuevo Leon;GDJ;gerhard-north;Monterrey_Monterrey_GDJ_Ciudad
1000011;Ciudad;Linares;San Felipe de Linares;Linares;;;Linares NL;Nuevo Leon;GDJ;gerhard-north;Linares_Linares NL_GDJ_Ciudad
1000012;Villa;Santa Fe;Santa Fe;Santa Fe;;;Santa Fe;Nuevo Mexico;GDJ;gerhard-north;Santa Fe_Santa Fe_GDJ_Villa
1000013;Villa;Santander;Santander;Santander Jimenez;;;Nuevo Santander;Nuevo Santander;GDJ;gerhard-north;Santander_Nuevo Santander_GDJ_Villa
1000014;Ciudad;Antequera;Antequera;Oaxaca de Juarez;;;Antequera;Oaxaca;NES;gerhardNE;Antequera_Antequera_NES_Ciudad
1000015;Ciudad;Puebla;Puebla de los Angeles;Puebla de Zaragoza;;;Puebla;Puebla;NES;gerhardNE;Puebla_Puebla_NES_Ciudad
1000016;Ciudad;San Luis Potosi;San Luis Potosi;San Luis Potosi;;;San Luis Potosi;San Luis Potosi;NES;gerhardNE;San Luis Potosi_San Luis Potosi_NES_Ciudad
1000017;Ciudad;Arizpe;Arizpe;Arizpe;;;Sonora;Sonora-Sinaloa;GDJ;gerhard-north;Arizpe_Sonora_GDJ_Ciudad
1000018;Villa;Villahermosa;Villahermosa;Villahermosa;;;Chontalapa;Tabasco;NES;gerhardSE;Villahermosa_Chontalapa_NES_Villa
1000019;Fuerte;San Antonio;San Antonio de Bexar;San Antonio;;;Texas;Texas;GDJ;gerhard-north;San Antonio_Texas_GDJ_Fuerte
1000020;Ciudad;Tlaxcala;Tlaxcala;Tlaxcala de Xicohtencatl;;;Tlaxcala;Tlaxcala;NES;gerhardNE;Tlaxcala_Tlaxcala_NES_Ciudad
1000021;Ciudad;Veracruz;Nueva Veracruz;Veracruz;;Villa Rica de la Veracruz;Veracruz Nueva;Veracruz;NES;gerhardNE;Veracruz_Veracruz Nueva_NES_Ciudad
1000022;Ciudad;Merida;Merida;Merida;;;Merida;Yucatan;NES;gerhardSE;Merida_Merida_NES_Ciudad
1000023;Villa;Valladolid;Valladolid;Valladolid;;;Villa de Valladolid;Yucatan;NES;MP-Mexico_756;Valladolid_Villa de Valladolid_NES_Villa
1000024;Ciudad;Zacatecas;Zacatecas;Zacatecas;;;Zacatecas;Zacatecas;GDJ;gerhard-north;Zacatecas_Zacatecas_GDJ_Ciudad
1000025;Pueblo;Loreto;Loreto;Loreto Concho;;;Baja Norte;California;GDJ;gerhard-north;Loreto_Baja Norte_GDJ_Pueblo
1000026;Poblacion;Batopilas;San Pedro Batopilas;;;;Batopilas;Durango;GDJ;gerhard-north;Batopilas_Batopilas_GDJ_Poblacion
1000027;Poblacion;Cerro Gordo;Cerro Gordo;Villa Hidalgo;;;Cerro Gordo;Durango;GDJ;gerhard-north;Cerro Gordo_Cerro Gordo_GDJ_Poblacion
1000028;Poblacion;Sianori;Sianori;;;;Topia;Durango;GDJ;gerhard-north;Sianori_Topia_GDJ_Poblacion
1000029;Poblacion;Cienega de los Olivos;Cienega de los Olivos;Valle de Olivos;;;Cienega de los Olivos;Durango;GDJ;gerhard-north;Cienega de los Olivos_Cienega de los Olivos_GDJ_Poblacion
1000030;Poblacion;Conchos;San Francisco Conchos;;San Francisco;;Conchos;Durango;GDJ;tanck;Conchos_Conchos_GDJ_Poblacion
1000031;Poblacion;Cuencame;San Antonio Cuencame;;;;Cuencame;Durango;GDJ;gerhard-north;Cuencame_Cuencame_GDJ_Poblacion
1000032;Poblacion;Cusihuiriachi;Santa Rosa Cusihuiriachi;;Santa Rosa;;Cosihuiriachic;Durango;GDJ;gerhard-north;Cusihuiriachi_Cosihuiriachic_GDJ_Poblacion
1000033;Poblacion;Guanacevi;Guanacevi;;;;Guanacevi;Durango;GDJ;gerhard-north;Guanacevi_Guanacevi_GDJ_Poblacion
1000034;Pueblo;Guarisamey;San Pedro Guarisamey;;San Pedro;"Agua Caliente; Consolacion Guarisamey";Guarisamey;Durango;GDJ;tanck;Guarisamey_Guarisamey_GDJ_Pueblo
1000035;Poblacion;Mapimi;Santiago Mapimi;;;;Mapimi;Durango;GDJ;gerhard-north;Mapimi_Mapimi_GDJ_Poblacion
1000036;Pueblo;Mezquital;San Francisco Mezquital;;San Francisco;;Mezquital;Durango;GDJ;tanck;Mezquital_Mezquital_GDJ_Pueblo
1000038;Villa;Papasquiaro;Santiago Papasquiaro;;Santiago;;Papasquiaro;Durango;GDJ;tanck;Papasquiaro_Papasquiaro_GDJ_Villa
1000039;Villa;Parral;Parral;;;;Parral;Durango;GDJ;gerhard-north;Parral_Parral_GDJ_Villa
1000040;Poblacion;Parras;Santa Maria Parras;;Santa Maria;;Parras;Durango;GDJ;tanck;Parras_Parras_GDJ_Poblacion
1000041;Poblacion;Real del Oro;Real de las Mercedes del Oro;Santa Maria del Oro;;;Real del Oro;Durango;GDJ;gerhard-north;Real del Oro_Real del Oro_GDJ_Poblacion
1000042;Villa;Saltillo;Saltillo;;;;Saltillo;Durango;GDJ;gerhard-north;Saltillo_Saltillo_GDJ_Villa
1000043;Pueblo;San Gregorio;San Gregorio de Bozas;;;;San Andres de la Sierra;Durango;GDJ;tanck;San Gregorio_San Andres de la Sierra_GDJ_Pueblo
1000044;Poblacion;Valle de San Buenaventura;Valle de San Buenaventura;;;;San Buenaventura;Durango;GDJ;gerhard-north;Valle de San Buenaventura_San Buenaventura_GDJ_Poblacion
1000045;Poblacion;San Juan del Rio;San Juan del Rio;;;;San Juan del Rio;Durango;GDJ;gerhard-north;San Juan del Rio_San Juan del Rio_GDJ_Poblacion
1000046;Villa;Santa Barbara;Santa Barbara;;;;Santa Barbara DU;Durango;GDJ;gerhard-north;Santa Barbara_Santa Barbara DU_GDJ_Villa
1000047;Poblacion;Valle de San Bartolome;valle de San Bartolome;Valle de Allende;;;valle de San Bartolome;Durango;GDJ;gerhard-north;Valle de San Bartolome_valle de San Bartolome_GDJ_Poblacion
1000048;Pueblo;Acaponeta;Asuncion Acaponeta;;Asuncion;;Acaponeta;Guadalajara;GDJ;tanck;Acaponeta_Acaponeta_GDJ_Pueblo
1000049;Pueblo;Ahuacatlan;San Juan Evangelista Ahuacatlan;;San Juan Evangelista;;Ahuacatlan;Guadalajara;GDJ;tanck;Ahuacatlan_Ahuacatlan_GDJ_Pueblo
1000050;Pueblo;Autlan;San Salvador Autlan;;San Salvador;;Autlan;Guadalajara;GDJ;tanck;Autlan_Autlan_GDJ_Pueblo
1000051;Poblacion;Bolaños;San Antonio Bolaños;;;;Bolanos;Nayarit-Colotlan;GDJ;gerhard-north;Bolaños_Bolanos_GDJ_Poblacion
1000052;Pueblo;Cuquio;San Felipe Cuquio;;San Felipe;;Cuquio;Guadalajara;GDJ;tanck;Cuquio_Cuquio_GDJ_Pueblo
1000053;Pueblo;Ahualulco;San Francisco Ahualulco;;San Francisco;"Ayahualulco;";Etzatlan;Guadalajara;GDJ;tanck;Ahualulco_Etzatlan_GDJ_Pueblo
1000054;Poblacion;Guachinango;Guachinango;;;;Guauchinango;Guadalajara;GDJ;gerhard-north;Guachinango_Guauchinango_GDJ_Poblacion
1000055;Poblacion;San Sebastian;San Sebastian;;;"San Sebastian de Xolapa;";Hostoticpac;Guadalajara;GDJ;gerhard-north;San Sebastian_Hostoticpac_GDJ_Poblacion
1000056;Poblacion;Hostotipaquillo;Hostotipaquillo;;;;Hostotipaquillo;Guadalajara;GDJ;gerhard-north;Hostotipaquillo_Hostotipaquillo_GDJ_Poblacion
1000057;Pueblo;La Barca;Santa Monica La Barca;;Santa Monica;;La Barca;Guadalajara;GDJ;tanck;La Barca_La Barca_GDJ_Pueblo
1000058;Villa;Lagos;Lagos;Lagos de Moren;;;Lagos;Guadalajara;GDJ;gerhard-north;Lagos_Lagos_GDJ_Villa
1000059;Poblacion;Puerto de San Blas;San Blas;;;;Tepic;Guadalajara;GDJ;gerhard-north;Puerto de San Blas_Tepic_GDJ_Poblacion
1000060;Pueblo;San Cristobal de La Barranca;San Cristobal de La Barranca;;;;San Cristobal Barranca;Guadalajara;GDJ;tanck;San Cristobal de La Barranca_San Cristobal Barranca_GDJ_Pueblo
1000061;Pueblo;Santa Maria del Oro;Santa Maria del Oro;;;"Tequepexpan;";Santa Maria del Oro;Guadalajara;GDJ;tanck;Santa Maria del Oro_Santa Maria del Oro_GDJ_Pueblo
1000062;Poblacion;Sayula;San Francisco Sayula;;San Francisco;;Sayula;Guadalajara;GDJ;gerhard-north;Sayula_Sayula_GDJ_Poblacion
1000063;Pueblo;Sentispac;Asuncion Sentispac;;Asuncion;;Sentispac;Guadalajara;GDJ;tanck;Sentispac_Sentispac_GDJ_Pueblo
1000064;Pueblo;Tala;San Francisco Tala;;San Francisco;;Tala;Guadalajara;GDJ;tanck;Tala_Tala_GDJ_Pueblo
1000065;Pueblo;Tepatitlan;San Francisco Tepatitlan;;San Francisco;"Tecpatitlan;";Tepactitlan;Guadalajara;GDJ;tanck;Tepatitlan_Tepactitlan_GDJ_Pueblo
1000066;Pueblo;Tepic;Santa Cruz Tepic;;Santa Cruz;;Tepic;Guadalajara;GDJ;tanck;Tepic_Tepic_GDJ_Pueblo
1000067;Pueblo;Tequila;Santiago Tequila;;Santiago;;Tequila;Guadalajara;GDJ;tanck;Tequila_Tequila_GDJ_Pueblo
1000068;Pueblo;Tlajomulco;Santiago Tlajomulco;;Santiago;;Tlajomulco;Guadalajara;GDJ;tanck;Tlajomulco_Tlajomulco_GDJ_Pueblo
1000069;Pueblo;Tomatlan;Santiago Tomatlan;;Santiago;;Tomatlan;Guadalajara;GDJ;tanck;Tomatlan_Tomatlan_GDJ_Pueblo
1000070;Pueblo;Tonala;Santiago Tonala;;Santiago;;Tonala;Guadalajara;GDJ;tanck;Tonala_Tonala_GDJ_Pueblo
1000071;Pueblo;Tuxcacuesco;San Antonio Tuxcacuesco;;San Antonio;;Tuxcacuesco;Guadalajara;GDJ;tanck;Tuxcacuesco_Tuxcacuesco_GDJ_Pueblo
1000072;Pueblo;Zapotlan;Asuncion Zapotlan;Ciudad Guzman;Asuncion;Zapotlan el Grande;Zapotlan;Guadalajara;GDJ;tanck;Zapotlan_Zapotlan_GDJ_Pueblo
1000073;Ciudad;Celaya;Celaya;;;;Celaya;Guanajuato;NES;gerhardNE;Celaya_Celaya_NES_Ciudad
1000074;Villa;Leon;Leon;;;;Villa de Leon;Guanajuato;NES;gerhardNE;Leon_Villa de Leon_NES_Villa
1000075;Pueblo;San Luis de La Paz;San Luis de La Paz;;;;San Luis de la Paz;Guanajuato;NES;tanck;San Luis de La Paz_San Luis de la Paz_NES_Pueblo
1000076;Villa;San Miguel el Grande;San Miguel el Grande;San Miguel de Allende;;;San Miguel el Grande;Guanajuato;NES;gerhardNE;San Miguel el Grande_San Miguel el Grande_NES_Villa
1000077;Pueblo;Actopan;San Nicolas Actopan;;San Nicolas;"Octupan;";Actopan;Mexico;NES;tanck;Actopan_Actopan_NES_Pueblo
1000078;Pueblo;Apan;Asuncion Apan;;Asuncion;;Apan;Mexico;NES;tanck;Apan_Apan_NES_Pueblo
1000079;Villa;Cadereyta;villa de San Gaspar Cadereyta;;San Gaspar;;Cadereyta;Mexico;NES;tanck;Cadereyta_Cadereyta_NES_Villa
1000080;Pueblo;Chalco;Santiago Chalco;;Santiago;;Chalco;Mexico;NES;tanck;Chalco_Chalco_NES_Pueblo
1000081;Pueblo;Chilapa;Asuncion Chilapa;;Asuncion;;Chilapa;Mexico;NES;tanck;Chilapa_Chilapa_NES_Pueblo
1000082;Pueblo;Coatepec;Natividad de La Virgen Coatepec;;Natividad de La Virgen;"Coatepec-Chalco; Coatepec Chalco;";Coatepec;Mexico;NES;tanck;Coatepec_Coatepec_NES_Pueblo
1000083;Pueblo;Coyoacan;San Juan Bautista Coyoacan;;San Juan Bautista;;Coyoacan;Mexico;NES;tanck;Coyoacan_Coyoacan_NES_Pueblo
1000084;Pueblo;Cuautitlan;San Buenaventura Cuautitlan;;San Buenaventura;;Cuautitlan;Mexico;NES;tanck;Cuautitlan_Cuautitlan_NES_Pueblo
1000085;Pueblo;Cuautla;Santiago Cuautla;;Santiago;;Cuautla-Amilpas;Mexico;NES;tanck;Cuautla_Cuautla-Amilpas_NES_Pueblo
1000086;Villa;Cuernavaca;Asuncion Cuernavaca;;Asuncion;;Cuernavaca;Mexico;NES;tanck;Cuernavaca_Cuernavaca_NES_Villa
1000087;Pueblo;Ecatepec;San Cristobal Ecatepec;;San Cristobal;;Ecatepec;Mexico;NES;tanck;Ecatepec_Ecatepec_NES_Pueblo
1000088;Pueblo;Huejutla;San Agustin Huejutla;;San Agustin;"Real de Huejutla;";Huejutla;Mexico;NES;tanck;Huejutla_Huejutla_NES_Pueblo
1000089;Pueblo;Huichapan;San Mateo Huichapan;;San Mateo;;Huichapan;Mexico;NES;tanck;Huichapan_Huichapan_NES_Pueblo
1000090;Pueblo;Ixmiquilpan;San Nicolas Ixmiquilpan;;San Nicolas;;Ixmiquilpan;Mexico;NES;tanck;Ixmiquilpan_Ixmiquilpan_NES_Pueblo
1000091;Pueblo;San Francisco Ixtlahuaca;San Francisco Ixtlahuaca;;San Francisco;;Ixtlahuaca;Mexico;NES;tanck;San Francisco Ixtlahuaca_Ixtlahuaca_NES_Pueblo
1000092;Ciudad;Lerma;Santa Clara Lerma;;Santa Clara;;Lerma;Mexico;NES;tanck;Lerma_Lerma_NES_Ciudad
1000093;Pueblo;Tenancingo;San Francisco Tenancingo;;San Francisco;;Malinalco;Mexico;NES;tanck;Tenancingo_Malinalco_NES_Pueblo
1000094;Pueblo;Metepec;San Juan Bautista Metepec;;San Juan Bautista;;Metepec;Mexico;NES;tanck;Metepec_Metepec_NES_Pueblo
1000095;Pueblo;San Agustin Metztitlan;San Agustin Metztitlan;;San Agustin;;Metztitlan;Mexico;NES;tanck;San Agustin Metztitlan_Metztitlan_NES_Pueblo
1000096;Pueblo;Mexicaltzingo;San Marcos Mexicaltzingo;;San Marcos;;Mexicaltzingo;Mexico;NES;tanck;Mexicaltzingo_Mexicaltzingo_NES_Pueblo
1000097;Pueblo;Otumba;Concepcion Otumba;;Concepcion;;Otumba;Mexico;NES;tanck;Otumba_Otumba_NES_Pueblo
1000098;Ciudad;Queretaro;Santiago Queretaro;;Santiago;;Queretaro;Mexico;NES;tanck;Queretaro_Queretaro_NES_Ciudad
1000099;Villa;Tacuba;San Gabriel Tacuba;;San Gabriel;;Tacuba;Mexico;NES;tanck;Tacuba_Tacuba_NES_Villa
1000100;Poblacion;Taxco;Taxco;;;;Taxco;Mexico;NES;tanck;Taxco_Taxco_NES_Poblacion
1000101;Poblacion;Temascaltepec;Temascaltepec;;;;Temascaltepec;Mexico;NES;gerhardNE;Temascaltepec_Temascaltepec_NES_Poblacion
1000102;Pueblo;Tenango del Valle;Asuncion Tenango del Valle;;Asuncion;;Tenango del Valle;Mexico;NES;tanck;Tenango del Valle_Tenango del Valle_NES_Pueblo
1000103;Pueblo;Teotihuacan;San Juan Bautista Teotihuacan;;San Juan Bautista;;Teotihuacan;Mexico;NES;tanck;Teotihuacan_Teotihuacan_NES_Pueblo
1000104;Pueblo;Ajuchitlan;Asuncion Ajuchitlan;;Asuncion;;Tetela del Rio;Mexico;NES;tanck;Ajuchitlan_Tetela del Rio_NES_Pueblo
1000105;Pueblo;Tetela del Rio;Asuncion Tetela del Rio;;Asuncion;;Tetela del Rio;Mexico;NES;tanck;Tetela del Rio_Tetela del Rio_NES_Pueblo
1000106;Pueblo;Tetepango;Asuncion Tetepango;;Asuncion;;Tetepango;Mexico;NES;tanck;Tetepango_Tetepango_NES_Pueblo
1000107;Ciudad;Texcoco;San Antonio Texcoco;;San Antonio;;Texcoco;Mexico;NES;tanck;Texcoco_Texcoco_NES_Ciudad
1000108;Pueblo;Tixtla;San Martin Tixtla;;San Martin;;Tixtla;Mexico;NES;tanck;Tixtla_Tixtla_NES_Pueblo
1000109;Ciudad;Toluca;San Jose Toluca;;San Jose;;Toluca;Mexico;NES;tanck;Toluca_Toluca_NES_Ciudad
1000110;Pueblo;Tula;San Jose Tula;;San Jose;;Tula;Mexico;NES;tanck;Tula_Tula_NES_Pueblo
1000111;Pueblo;Tulancingo;San Juan Bautista Tulancingo;;San Juan Bautista;;Tulancingo;Mexico;NES;tanck;Tulancingo_Tulancingo_NES_Pueblo
1000112;Ciudad;Xochimilco;San Bernardino Xochimilco;;San Bernardino;;Xochimilco;Mexico;NES;tanck;Xochimilco_Xochimilco_NES_Ciudad
1000113;Pueblo;Yahualica;San Juan Bautista Yahualica;;San Juan Bautista;;Yahualica;Mexico;NES;tanck;Yahualica_Yahualica_NES_Pueblo
1000114;Pueblo;Tecpan;Asuncion Tecpan;;Asuncion;;Zacatula;Mexico;NES;tanck;Tecpan_Zacatula_NES_Pueblo
1000116;Pueblo;Zempoala;Todos Santos Zempoala;;Todos Santos;;Zempoala;Mexico;NES;tanck;Zempoala_Zempoala_NES_Pueblo
1000117;Poblacion;Zimapan;San Juan Bautista Zimapan;;San Juan Bautista;"Real de Zimapan;";Zimapan;Mexico;NES;tanck;Zimapan_Zimapan_NES_Poblacion
1000118;Pueblo;Zumpango;Concepcion Zumpango;;Concepcion;;Zumpango;Mexico;NES;tanck;Zumpango_Zumpango_NES_Pueblo
1000119;Pueblo;Angamacutiro;San Francisco Angamacutiro;;San Francisco;;Angamacutiro;Michoacan;NES;tanck;Angamacutiro_Angamacutiro_NES_Pueblo
1000120;Pueblo;Apatzingan;Asuncion Apatzingan;;Asuncion;;Tancitaro;Michoacan;NES;tanck;Apatzingan_Tancitaro_NES_Pueblo
1000121;Pueblo;Ario;Santiago Ario;;Santiago;;Ario;Michoacan;NES;tanck;Ario_Ario_NES_Pueblo
1000122;Pueblo;Caracuaro;San Agustin Caracuaro;;San Agustin;;Caracuaro;Michoacan;NES;tanck;Caracuaro_Caracuaro_NES_Pueblo
1000123;Pueblo;Charo;San Miguel Charo;;San Miguel;"villa de Matlancingo;";Charo;Michoacan;NES;tanck;Charo_Charo_NES_Pueblo
1000124;Pueblo;Chucandiro;San Nicolas Chucandiro;;San Nicolas;;Chucandiro;Michoacan;NES;tanck;Chucandiro_Chucandiro_NES_Pueblo
1000125;Pueblo;Cocupao;San Diego Cocupao;Quiroga;San Diego;;Cocupao;Michoacan;NES;tanck;Cocupao_Cocupao_NES_Pueblo
1000126;Pueblo;Cuitzeo;Magdalena Cuitzeo;;Magdalena;"Cuitzeo de la Laguna;";Cuitzeo;Michoacan;NES;tanck;Cuitzeo_Cuitzeo_NES_Pueblo
1000127;Pueblo;Erongaricuaro;Asuncion Erongaricuaro;;Asuncion;;Erongaricuaro;Michoacan;NES;tanck;Erongaricuaro_Erongaricuaro_NES_Pueblo
1000128;Pueblo;Huango;San Nicolas Huango;Villa Morelos;San Nicolas;;Huango;Michoacan;NES;tanck;Huango_Huango_NES_Pueblo
1000129;Pueblo;Huaniqueo;Santa Marta Huaniqueo;;Santa Marta;;Huaniqueo;Michoacan;NES;tanck;Huaniqueo_Huaniqueo_NES_Pueblo
1000130;Pueblo;Huetamo;San Juan Huetamo;;San Juan;;Huetamo;Michoacan;NES;tanck;Huetamo_Huetamo_NES_Pueblo
1000131;Pueblo;Indaparapeo;Asuncion Indaparapeo;;Asuncion;;Indaparapeo;Michoacan;NES;tanck;Indaparapeo_Indaparapeo_NES_Pueblo
1000132;Pueblo;Jiquilpan;San Francisco Jiquilpan;;San Francisco;;Jiquilpan;Michoacan;NES;tanck;Jiquilpan_Jiquilpan_NES_Pueblo
1000133;Poblacion;Coahuayana;Coahuayana;;;;Motines;Michoacan;NES;gerhardNE;Coahuayana_Motines_NES_Poblacion
1000134;Pueblo;Paracho;San Pedro Paracho;;San Pedro;;Paracho;Michoacan;NES;tanck;Paracho_Paracho_NES_Pueblo
1000135;Ciudad;Patzcuaro;Patzcuaro;;;"Utzizila;";Patzcuaro;Michoacan;NES;gerhardNE;Patzcuaro_Patzcuaro_NES_Ciudad
1000136;Pueblo;Puruandiro;San Juan Bautista Puruandiro;;San Juan Bautista;;Puruandiro;Michoacan;NES;tanck;Puruandiro_Puruandiro_NES_Pueblo
1000137;Poblacion;Santa Clara del Cobre;Santa Clara del Cobre;;;"Santa Clara de los Cobres;";Santa Clara del Cobre;Michoacan;NES;tanck;Santa Clara del Cobre_Santa Clara del Cobre_NES_Poblacion
1000138;Pueblo;Santa Fe del Rio;Santa Fe del Rio;;;;Angamacutiro;Michoacan;NES;tanck;Santa Fe del Rio_Angamacutiro_NES_Pueblo
1000139;Pueblo;Tacambaro;San Jeronimo Tacambaro;;San Jeronimo;;Tacambaro;Michoacan;NES;tanck;Tacambaro_Tacambaro_NES_Pueblo
1000140;Pueblo;Taretan;San Ildefonso Taretan;;San Ildefonso;;Taretan;Michoacan;NES;tanck;Taretan_Taretan_NES_Pueblo
1000141;Pueblo;Tiripetio;San Juan Bautista Tiripetio;;San Juan Bautista;;Tiripetio;Michoacan;NES;tanck;Tiripetio_Tiripetio_NES_Pueblo
1000142;Poblacion;Tlalpujahua;Tlalpujahua;;;"Tlalpajahua;";Tlalpujahua;Michoacan;NES;gerhardNE;Tlalpujahua_Tlalpujahua_NES_Poblacion
1000143;Pueblo;Tlazazalca;Tlazazalca;;;"Taltzazalca;";Tlazazalca;Michoacan;NES;tanck;Tlazazalca_Tlazazalca_NES_Pueblo
1000144;Pueblo;Uruapan;San Francisco Uruapan;;San Francisco;"Urupan;";Uruapan;Michoacan;NES;tanck;Uruapan_Uruapan_NES_Pueblo
1000145;Villa;Zamora;Zamora;;;;Zamora;Michoacan;NES;gerhardNE;Zamora_Zamora_NES_Villa
1000146;Pueblo;Zinapecuaro;San Pedro y San Pablo Zinapecuaro;;San Pedro y San Pablo;;Zinapecuaro;Michoacan;NES;tanck;Zinapecuaro_Zinapecuaro_NES_Pueblo
1000147;Villa;Zitacuaro;San Juan Bautista Zitacuaro;;San Juan Bautista;;Zitacuaro;Michoacan;NES;tanck;Zitacuaro_Zitacuaro_NES_Villa
1000148;Pueblo;Colotlan;San Luis Colotlan;;San Luis;"Tlaxcala vieja;";Colotlan;Nayarit-Colotlan;GDJ;tanck;Colotlan_Colotlan_GDJ_Pueblo
1000149;Pueblo;San Pedro Mixtepec;San Pedro Mixtepec;;San Pedro;;Nejapa;Oaxaca;NES;tanck;San Pedro Mixtepec_Nejapa_NES_Pueblo
1000150;Villa;Oaxaca;Villa De Santa Maria De Oaxaca;;;;Cuatro Villas;Oaxaca;NES;tanck;Oaxaca_Cuatro Villas_NES_Villa
1000151;Pueblo;Huajuapam;San Juan Huajuapam;;San Juan;;Huajuapan;Oaxaca;NES;tanck;Huajuapam_Huajuapan_NES_Pueblo
1000152;Pueblo;Huamelula;San Pedro Huamelula;;San Pedro;;Huatulco-Huamelula;Oaxaca;NES;tanck;Huamelula_Huatulco-Huamelula_NES_Pueblo
1000153;Pueblo;Huexolotitlan;San Pablo Huexolotitlan;San Pablo Huitzo;San Pablo;"Huizo;";Huexolotitlan;Oaxaca;NES;tanck;Huexolotitlan_Huexolotitlan_NES_Pueblo
1000154;Pueblo;Chicomezuchil;San Juan Chicomezuchil;;San Juan;;Ixtepeji;Oaxaca;NES;tanck;Chicomezuchil_Ixtepeji_NES_Pueblo
1000155;Pueblo;Ixtepeji;Santa Catarina Ixtepeji;;Santa Catarina;;Ixtepeji;Oaxaca;NES;tanck;Ixtepeji_Ixtepeji_NES_Pueblo
1000156;Villa;Jalapa del Marques;Santa Maria Jalapa del Marques;;Santa Maria;;Jalapa del Marques;Oaxaca;NES;tanck;Jalapa del Marques_Jalapa del Marques_NES_Villa
1000157;Pueblo;Jamiltepec;Santiago Jamiltepec;;Santiago;;Jicayan;Oaxaca;NES;tanck;Jamiltepec_Jicayan_NES_Pueblo
1000158;Pueblo;Juxtlahuaca;Santiago Juxtlahuaca;;Santiago;;Juxtlahuaca;Oaxaca;NES;tanck;Juxtlahuaca_Juxtlahuaca_NES_Pueblo
1000159;Pueblo;Miahuatlan;San Andres Miahuatlan;;San Andres;;Miahuatlan;Oaxaca;NES;tanck;Miahuatlan_Miahuatlan_NES_Pueblo
1000160;Pueblo;Quiechapa;San Pedro Martir Quiechapa;;San Pedro Martir;;Nejapa;Oaxaca;NES;tanck;Quiechapa_Nejapa_NES_Pueblo
1000161;Pueblo;Nochixtlan;Asuncion Nochixtlan;;Asuncion;;Nochixtlan;Oaxaca;NES;tanck;Nochixtlan_Nochixtlan_NES_Pueblo
1000162;Villa;Tehuantepec;Tehuantepec;;;;Tehuantepec;Oaxaca;NES;gerhardNE;Tehuantepec_Tehuantepec_NES_Villa
1000163;Pueblo;Teococuilco;San Pedro Teococuilco;;San Pedro;;Teococuilco;Oaxaca;NES;tanck;Teococuilco_Teococuilco_NES_Pueblo
1000164;Pueblo;Teotitlan del Camino;San Miguel Teotitlan del Camino;;San Miguel;;Teotitlan del Camino;Oaxaca;NES;tanck;Teotitlan del Camino_Teotitlan del Camino_NES_Pueblo
1000165;Pueblo;Teotitlan del Valle;Teotitlan del Valle;;;;Teotitlan del Valle;Oaxaca;NES;tanck;Teotitlan del Valle_Teotitlan del Valle_NES_Pueblo
1000166;Pueblo;Teozacualco;San Pedro Teozacualco;;San Pedro;;Teozacualco;Oaxaca;NES;tanck;Teozacualco_Teozacualco_NES_Pueblo
1000167;Pueblo;Teposcolula;San Pedro y San Pablo Teposcolula;;San Pedro y San Pablo;;Teposcolula;Oaxaca;NES;tanck;Teposcolula_Teposcolula_NES_Pueblo
1000168;Pueblo;Teutila;San Pedro Teutila;;San Pedro;;Teutila;Oaxaca;NES;tanck;Teutila_Teutila_NES_Pueblo
1000169;Villa;Villa Alta;Villa Alta;;;;Villa Alta;Oaxaca;NES;gerhardNE;Villa Alta_Villa Alta_NES_Villa
1000170;Pueblo;San Lorenzo Zimatlan;San Lorenzo Zimatlan;;San Lorenzo;;Zimatlan;Oaxaca;NES;tanck;San Lorenzo Zimatlan_Zimatlan_NES_Pueblo
1000171;Pueblo;Acatlan;San Juan Bautista Acatlan;;San Juan Bautista;;Acatlan;Puebla;NES;tanck;Acatlan_Acatlan_NES_Pueblo
